composition,HV,Sparsity,Expected Utility,Card,IGD,MUL,execution_time
_0_1_2_,735.5091104709987,2.5906204299999995,2.0641156510257845,2,1.3223976975354932,1.0477,2268.2625114917755
_7_9_12_,1207.7929995457334,0.0,2.2818846905374603,1,1.7609037789200959,0.7053000000000003,2007.1004588603973
_0_3_6_,1079.3426749455982,2.59062043,2.2342554959710133,2,1.455154357679801,0.8636999999999999,1049.7478404045105
_0_7_14_,834.1789706699712,1.1899726000000002,2.170152003701181,3,1.2195891832592634,1.3525000000000005,1035.372786283493
_12_30_44_,864.839725391794,0.6920704233333334,2.103790811272249,4,0.7424022935034723,1.0,1280.4213111400604
_2_10_22_,432.8063946306534,0.0,1.8517965859133585,1,1.9276094160060715,1.5875,978.8110401630402
_5_6_7_,1192.338878749943,1.8361282300000004,2.2892242257834767,2,1.4382013311839879,0.8034000000000003,1101.4064729213715
_10_15_36_,771.1894953274382,1.8865689800000007,2.0919558780812797,2,1.1741658202447707,1.0655999999999999,1482.71799659729
_10_36_40_,597.3657667743009,1.2123395499999998,1.9538859942682834,3,1.1808326963285918,1.3532999999999997,1202.414964914322
_14_20_32_,1154.8593865135392,0.88396695,2.2659980067691103,3,0.9459875699045853,0.4885999999999999,910.4478220939636
