composition,HV,Sparsity,Expected Utility,Card,IGD,MUL,execution_time
_0_1_2_3_4_,9281.431248991932,0.7984893193599418,3.5663526957933502,6,2.1447379993736786,1.7657997539520265,268.97192549705505
_0_2_13_24_25_,12900.859465663652,0.2999997039331295,3.82090690724844,13,1.7782293446923998,1.2175999580383303,333.6792039871216
_10_13_16_30_38_,4197.933397158004,0.4183913180604577,3.107634522069772,2,2.606653746323554,2.872800133705139,372.88706135749817
_0_7_18_29_43_,8158.382915792629,1.6912195608019829,3.5103303407425805,2,2.233773010168316,2.365999955368042,314.37352538108826
_1_3_4_6_11_,6900.146859139551,0.0,3.4158226209294638,1,3.152319344116861,1.9526999980926512,302.76920533180237
_2_10_11_25_31_,15699.337317169713,0.33677706102182964,3.9740722846026957,13,1.3418766867832284,1.0300000518798829,286.1567738056183
_0_5_7_13_28_,10161.607520760614,0.37592322915555665,3.676633855746916,12,1.9221586496467273,2.127899925231933,353.72077322006226
_1_5_13_22_39_,6377.489452532145,0.3216841400399346,3.2933178668087653,9,2.192169806892025,2.2213000907897946,342.189528465271
_3_6_9_17_27_,15750.848123571119,0.29708422388648614,3.963030994117036,15,1.4149150940611375,0.8980000587463381,304.56353187561035
_14_20_32_39_46_,12343.887213233687,0.43154524323126253,3.80249271350365,9,1.6028493082849928,1.6160998676300053,356.1152093410492
