composition,HV,Sparsity,Expected Utility,Card,IGD,MUL,execution_time
_0_1_2_,1936.1011495547502,0.08610697224999997,2.548226398966582,41,0.6330741864202657,0.4664463748812677,294.10781264305115
_7_9_12_,2249.420872248951,0.1341443052,2.62802744840272,26,0.690183968954568,0.3655027704238889,186.4031777381897
_0_3_6_,1966.6353657311074,0.052315854999999994,2.5346597747080963,39,0.6326740845893402,1.0,178.0070276260376
_0_7_14_,1944.4271546678528,0.10171199815789478,2.568252566825531,39,0.6677833869274129,0.6242319101363423,217.22830295562744
_12_30_44_,2014.3384455109817,0.0927701193103448,2.539290305843924,30,0.6052705241984657,1.0,193.5565311908722
_2_10_22_,1742.4360412062472,0.10983706857142858,2.4927268003813956,36,0.7259116594008684,0.4048954254150394,222.05811071395874
_5_6_7_,2244.0966400802236,0.09202871322580644,2.6087583402422116,32,0.5974694732815977,0.45324572678804387,205.4968409538269
_10_15_36_,2551.804702072261,0.11442708766666669,2.691681103425093,31,0.5673791413412936,0.4749530991911888,252.77582788467407
_10_36_40_,2093.0367605095626,0.05644797970588235,2.562679152546175,35,0.5180747221827247,1.0,232.73494148254395
_14_20_32_,2063.5105020429996,0.11758418967741938,2.5849149213259404,32,0.5525472933753582,0.2658771951675418,196.6659553050995
