composition,HV,Sparsity,Expected Utility,Card,IGD,MUL,execution_time
_0_1_2_,1269.6164754673466,0.6041972070504146,2.3238127050667883,8,1.3403307515576073,0.7649780064284801,1594.8106293678284
_0_1_2_,1190.4712378802428,0.2968842270561538,2.2753241180290398,13,1.1860996683647835,0.876630686080456,832.2649219036102
_7_9_12_,1646.600704007628,0.1947573921057786,2.4200525499046988,16,0.9111973837308619,0.7586999805450438,1437.2437212467194
_0_3_6_,960.957948633907,0.8858979512006044,2.13272579458515,3,1.4571977067185542,1.0976998893737795,994.1836450099945
_0_7_14_,1125.8004967686127,0.23327478164624568,2.2588092846417696,12,1.265677382734083,1.3246999481201174,1633.234096288681
_12_30_44_,1128.3427958045784,0.285794909271317,2.2506350254822043,9,1.064574065725966,1.0040489973187445,1564.0485808849335
_2_10_22_,1014.6100674399968,0.6377589732595274,2.207590022718474,7,1.2094657755044302,0.9588999410629273,1012.5978028774261
_5_6_7_,870.3256041451814,0.0,2.1197346465023945,1,2.0083020360634083,1.5613000396728518,735.5189139842987
_10_15_36_,855.6710604258449,0.22135984904704087,2.0946795565085545,14,1.3730991290713834,1.3269999753952026,1329.438408613205
_10_36_40_,625.7810578952661,0.6821476763980172,1.9754995713194026,5,1.5404279074456473,1.4387000766754152,1245.9416539669037
_14_20_32_,1446.109393383169,0.2909631568562128,2.3544391750593228,12,0.9198981922409499,0.6840466775655747,1567.441318511963
